"","entrezId","geneSymbol","chromosome"
"16346",51266,"CLEC1B","chr12"
"16347",51267,"CLEC1A","chr12"
"16348",51268,"PIPOX","chr17"
"16349",5127,"CDK16","chrX"
"16350",51270,"TFDP3","chrX"
"16351",51271,"UBAP1","chr9"
"16352",51272,"BET1L","chr11"
"16353",51274,"KLF3","chr4"
"16354",51275,"C12orf47","chr12"
"16355",51276,"ZNF571","chr19"
"16356",51277,"DNAJC27","chr2"
"16357",51278,"IER5","chr1"
"16358",51279,"C1RL","chr12"
"16359",5128,"CDK17","chr12"
"16360",51280,"GOLM1","chr9"
"16361",51281,"ANKMY1","chr2"
"16362",51282,"SCAND1","chr20"
"16363",51283,"BFAR","chr16"
"16364",51284,"TLR7","chrX"
"16365",51285,"RASL12","chr15"
"16366",51286,"CEND1","chr11"
"16367",51287,"CHCHD8","chr11"
"16368",51289,"RXFP3","chr5"
"16369",5129,"CDK18","chr1"
"16370",51290,"ERGIC2","chr12"
"16371",51291,"GMIP","chr19"
"16372",51292,"GMPR2","chr14"
"16373",51293,"CD320","chr19"
"16374",51294,"PCDH12","chr5"
"16375",51295,"ECSIT","chr19"
"16376",51296,"SLC15A3","chr11"
"16377",51297,"BPIFA1","chr20"
"16378",51298,"THEG","chr19"
"16379",51299,"NRN1","chr6"
"16380",513,"ATP5D","chr19"
"16381",5130,"PCYT1A","chr3"
"16382",51300,"TIMMDC1","chr3"
"16383",51301,"GCNT4","chr5"
"16384",51302,"CYP39A1","chr6"
"16385",51303,"FKBP11","chr12"
"16386",51304,"ZDHHC3","chr3"
"16387",51305,"KCNK9","chr8"
"16388",51306,"FAM13B","chr5"
"16389",51307,"FAM53C","chr5"
"16390",51308,"REEP2","chr5"
"16391",51309,"ARMCX1","chrX"
"16392",51310,"SLC22A17","chr14"
"16393",51311,"TLR8","chrX"
"16394",51312,"SLC25A37","chr8"
"16395",51313,"FAM198B","chr4"
"16396",51314,"TXNDC3","chr7"
"16397",51315,"KRCC1","chr2"
"16398",51316,"PLAC8","chr4"
"16399",51317,"PHF21A","chr11"
"16400",51318,"MRPL35","chr2"
"16401",51319,"RSRC1","chr3"
"16402",5132,"PDC","chr1"
"16403",51320,"MEX3C","chr18"
"16404",51321,"AMZ2","chr17"
"16405",51322,"WAC","chr10"
"16406",51324,"SPG21","chr15"
"16407",51326,"ARL17A","chr17"
"16408",51327,"AHSP","chr16"
"16409",51329,"ARL6IP4","chr12"
"16410",5133,"PDCD1","chr2"
"16411",51330,"TNFRSF12A","chr16"
"16412",51332,"SPTBN5","chr15"
"16413",51333,"ZNF771","chr16"
"16414",51334,"PRR16","chr5"
"16415",51335,"NGRN","chr15"
"16416",51337,"C8orf55","chr8"
"16417",51338,"MS4A4A","chr11"
"16418",51339,"DACT1","chr14"
"16419",5134,"PDCD2","chr6"
"16420",51340,"CRNKL1","chr20"
"16421",51341,"ZBTB7A","chr19"
"16422",51343,"FZR1","chr19"
"16423",51347,"TAOK3","chr12"
"16424",51348,"KLRF1","chr12"
"16425",51350,"KRT76","chr12"
"16426",51351,"ZNF117","chr7"
"16427",51352,"WT1-AS","chr11"
"16428",5136,"PDE1A","chr2"
"16429",51360,"MBTPS2","chrX"
"16430",51361,"HOOK1","chr1"
"16431",51362,"CDC40","chr6"
"16432",51363,"CHST15","chr10"
"16433",51364,"ZMYND10","chr3"
"16434",51365,"PLA1A","chr3"
"16435",51366,"UBR5","chr8"
"16436",51367,"POP5","chr12"
"16437",51368,"TEX264","chr3"
"16438",5137,"PDE1C","chr7"
"16439",51371,"POMP","chr13"
"16440",51372,"CCDC72","chr3"
"16441",51373,"MRPS17","chr7"
"16442",51374,"C2orf28","chr2"
"16443",51375,"SNX7","chr1"
"16444",51377,"UCHL5","chr1"
"16445",51378,"ANGPT4","chr20"
"16446",51379,"CRLF3","chr17"
"16447",5138,"PDE2A","chr11"
"16448",51380,"CSAD","chr12"
"16449",51382,"ATP6V1D","chr14"
"16450",51384,"WNT16","chr7"
"16451",51385,"ZNF589","chr3"
"16452",51386,"EIF3L","chr22"
"16453",51388,"NIP7","chr16"
"16454",51389,"RWDD1","chr6"
"16455",5139,"PDE3A","chr12"
"16456",51390,"AIG1","chr6"
"16457",51393,"TRPV2","chr17"
"16458",51397,"COMMD10","chr5"
"16459",51398,"WDR83OS","chr19"
"16460",51399,"TRAPPC4","chr11"
"16461",514,"ATP5E","chr20"
"16462",5140,"PDE3B","chr11"
"16463",51400,"PPME1","chr11"
"16464",51406,"NOL7","chr6"
"16465",51409,"HEMK1","chr3"
"16466",5141,"PDE4A","chr19"
"16467",51411,"BIN2","chr12"
"16468",51412,"ACTL6B","chr7"
"16469",5142,"PDE4B","chr1"
"16470",51421,"AMOTL2","chr3"
"16471",51422,"PRKAG2","chr7"
"16472",51426,"POLK","chr5"
"16473",51427,"ZNF107","chr7"
"16474",51428,"DDX41","chr5"
"16475",51429,"SNX9","chr6"
"16476",5143,"PDE4C","chr19"
"16477",51430,"C1orf9","chr1"
"16478",51433,"ANAPC5","chr12"
"16479",51434,"ANAPC7","chr12"
"16480",51435,"SCARA3","chr8"
"16481",51438,"MAGEC2","chrX"
"16482",51439,"FAM8A1","chr6"
"16483",5144,"PDE4D","chr5"
"16484",51440,"HPCAL4","chr1"
"16485",51441,"YTHDF2","chr1"
"16486",51442,"VGLL1","chrX"
"16487",51444,"RNF138","chr18"
"16488",51447,"IP6K2","chr3"
"16489",51449,"PCYOX1","chr2"
"16490",5145,"PDE6A","chr5"
"16491",51450,"PRRX2","chr9"
"16492",51451,"LCMT1","chr16"
"16493",51454,"GULP1","chr2"
"16494",51455,"REV1","chr2"
"16495",51458,"RHCG","chr15"
"16496",5146,"PDE6C","chr10"
"16497",51460,"SFMBT1","chr3"
"16498",51463,"GPR89B","chr1"
"16499",51465,"UBE2J1","chr6"
"16500",51466,"EVL","chr14"
"16501",5147,"PDE6D","chr2"
"16502",51471,"NAT8B","chr2"
"16503",51473,"DCDC2","chr6"
"16504",51474,"LIMA1","chr12"
"16505",51475,"CABP2","chr11"
"16506",51477,"ISYNA1","chr19"
"16507",51478,"HSD17B7","chr1"
"16508",51479,"ANKFY1","chr17"
"16509",5148,"PDE6G","chr17"
"16510",51480,"VCX2","chrX"
"16511",51481,"VCX3A","chrX"
"16512",5149,"PDE6H","chr12"
"16513",51490,"C9orf114","chr9"
"16514",51491,"NOP16","chr5"
"16515",51493,"C22orf28","chr22"
"16516",51495,"PTPLAD1","chr15"
"16517",51496,"CTDSPL2","chr15"
"16518",51497,"TH1L","chr20"
"16519",51499,"TRIAP1","chr12"
"16520",515,"ATP5F1","chr1"
"16521",5150,"PDE7A","chr8"
"16522",51501,"C11orf73","chr11"
"16523",51503,"CWC15","chr11"
"16524",51504,"TRMT112","chr11"
"16525",51506,"UFC1","chr1"
"16526",51507,"C20orf43","chr20"
"16527",5151,"PDE8A","chr15"
"16528",51510,"CHMP5","chr9"
"16529",51512,"GTSE1","chr22"
"16530",51513,"ETV7","chr6"
"16531",51514,"DTL","chr1"
"16532",51517,"NCKIPSD","chr3"
"16533",5152,"PDE9A","chr21"
"16534",51520,"LARS","chr5"
"16535",51522,"TMEM14C","chr6"
"16536",51523,"CXXC5","chr5"
"16537",51524,"TMEM138","chr11"
"16538",51526,"C20orf111","chr20"
"16539",51527,"C14orf129","chr14"
"16540",51528,"JKAMP","chr14"
"16541",51529,"ANAPC11","chr17"
"16542",5153,"PDE1B","chr12"
"16543",51530,"ZC3HC1","chr7"
"16544",51531,"C9orf156","chr9"
"16545",51533,"PHF7","chr3"
"16546",51534,"VTA1","chr6"
"16547",51535,"PPHLN1","chr12"
"16548",51537,"MTFP1","chr22"
"16549",51538,"ZCCHC17","chr1"
"16550",5154,"PDGFA","chr7"
"16551",51540,"SCLY","chr2"
"16552",51542,"VPS54","chr2"
"16553",51545,"ZNF581","chr19"
"16554",51547,"SIRT7","chr17"
"16555",51548,"SIRT6","chr19"
"16556",5155,"PDGFB","chr22"
"16557",51550,"CINP","chr14"
"16558",51552,"RAB14","chr9"
"16559",51554,"CCRL1","chr3"
"16560",51555,"PEX5L","chr3"
"16561",51557,"LGSN","chr6"
"16562",51559,"NT5DC3","chr12"
"16563",5156,"PDGFRA","chr4"
"16564",51560,"RAB6B","chr3"
"16565",51561,"IL23A","chr12"
"16566",51562,"MBIP","chr14"
"16567",51564,"HDAC7","chr12"
"16568",51566,"ARMCX3","chrX"
"16569",51567,"TDP2","chr6"
"16570",51569,"UFM1","chr13"
"16571",5157,"PDGFRL","chr8"
"16572",51571,"FAM49B","chr8"
"16573",51573,"GDE1","chr16"
"16574",51574,"LARP7","chr4"
"16575",51575,"ESF1","chr20"
"16576",5158,"PDE6B","chr4"
"16577",51582,"AZIN1","chr8"
"16578",51585,"PCF11","chr11"
"16579",51586,"MED15","chr22"
"16580",51588,"PIAS4","chr19"
"16581",5159,"PDGFRB","chr5"
"16582",51592,"TRIM33","chr1"
"16583",51593,"SRRT","chr7"
"16584",51594,"NBAS","chr2"
"16585",51596,"CUTA","chr6"
"16586",51599,"LSR","chr19"
"16587",516,"ATP5G1","chr17"
"16588",5160,"PDHA1","chrX"
"16589",51601,"LIPT1","chr2"
"16590",51602,"NOP58","chr2"
"16591",51603,"METTL13","chr1"
"16592",51604,"PIGT","chr20"
"16593",51605,"TRMT6","chr20"
"16594",51606,"ATP6V1H","chr8"
"16595",51608,"GET4","chr7"
"16596",5161,"PDHA2","chr4"
"16597",51611,"DPH5","chr1"
"16598",51614,"ERGIC3","chr20"
"16599",51616,"TAF9B","chrX"
"16600",51617,"HMP19","chr5"
"16601",51619,"UBE2D4","chr7"
"16602",5162,"PDHB","chr3"
"16603",51621,"KLF13","chr15"
"16604",51622,"CCZ1","chr7"
"16605",51626,"DYNC2LI1","chr2"
"16606",51629,"SLC25A39","chr17"
"16607",5163,"PDK1","chr2"
"16608",51631,"LUC7L2","chr7"
"16609",51633,"OTUD6B","chr8"
"16610",51634,"RBMX2","chrX"
"16611",51635,"DHRS7","chr14"
"16612",51637,"C14orf166","chr14"
"16613",51639,"SF3B14","chr2"
"16614",5164,"PDK2","chr17"
"16615",51642,"MRPL48","chr11"
"16616",51643,"TMBIM4","chr12"
"16617",51645,"PPIL1","chr6"
"16618",51646,"YPEL5","chr2"
"16619",51647,"FAM96B","chr16"
"16620",51649,"MRPS23","chr17"
"16621",5165,"PDK3","chrX"
"16622",51650,"MRPS33","chr7"
"16623",51651,"PTRH2","chr17"
"16624",51652,"CHMP3","chr2"
"16625",51654,"CDK5RAP1","chr20"
"16626",51655,"RASD1","chr17"
"16627",51657,"STYXL1","chr7"
"16628",51659,"GINS2","chr16"
"16629",5166,"PDK4","chr7"
"16630",51660,"BRP44L","chr6"
"16631",51661,"FKBP7","chr2"
"16632",51663,"ZFR","chr5"
"16633",51665,"ASB1","chr2"
"16634",51666,"ASB4","chr7"
"16635",51667,"NUB1","chr7"
"16636",51668,"HSPB11","chr1"
"16637",51669,"TMEM66","chr8"
"16638",5167,"ENPP1","chr6"
"16639",51673,"TPPP3","chr16"
"16640",51676,"ASB2","chr14"
"16641",51678,"MPP6","chr7"
"16642",5168,"ENPP2","chr8"
"16643",51684,"SUFU","chr10"
"16644",5169,"ENPP3","chr6"
"16645",51690,"LSM7","chr19"
"16646",51691,"NAA38","chr7"
"16647",51692,"CPSF3","chr2"
"16648",51693,"TRAPPC2L","chr16"
"16649",51696,"HECA","chr6"
"16650",51699,"VPS29","chr12"
"16651",517,"ATP5G2","chr12"
"16652",5170,"PDPK1","chr16"
"16653",51700,"CYB5R2","chr11"
"16654",51701,"NLK","chr17"
"16655",51702,"PADI3","chr1"
"16656",51703,"ACSL5","chr10"
"16657",51704,"GPRC5B","chr16"
"16658",51705,"EMCN","chr4"
"16659",51706,"CYB5R1","chr1"
"16660",51710,"ZNF44","chr19"
"16661",51714,"SELT","chr3"
"16662",51715,"RAB23","chr6"
"16663",51716,"CES1P1","chr16"
"16664",51719,"CAB39","chr2"
"16665",5172,"SLC26A4","chr7"
"16666",51720,"UIMC1","chr5"
"16667",51725,"FBXO40","chr3"
"16668",51726,"DNAJB11","chr3"
"16669",51727,"CMPK1","chr1"
"16670",51728,"POLR3K","chr16"
"16671",51729,"WBP11","chr12"
"16672",5173,"PDYN","chr20"
"16673",51733,"UPB1","chr22"
"16674",51734,"MSRB1","chr16"
"16675",51735,"RAPGEF6","chr5"
"16676",51738,"GHRL","chr3"
"16677",5174,"PDZK1","chr1"
"16678",51741,"WWOX","chr16"
"16679",51742,"ARID4B","chr1"
"16680",51744,"CD244","chr1"
"16681",51747,"LUC7L3","chr17"
"16682",5175,"PECAM1","chr17"
"16683",51750,"RTEL1","chr20"
"16684",51751,"HIGD1B","chr17"
"16685",51752,"ERAP1","chr5"
"16686",51754,"TMEM8B","chr9"
"16687",51755,"CDK12","chr17"
"16688",51759,"C9orf78","chr9"
"16689",5176,"SERPINF1","chr17"
"16690",51760,"SYT17","chr16"
"16691",51761,"ATP8A2","chr13"
"16692",51762,"RAB8B","chr15"
"16693",51763,"INPP5K","chr17"
"16694",51764,"GNG13","chr16"
"16695",51765,"MST4","chrX"
"16696",51768,"TM7SF3","chr12"
"16697",51773,"RSF1","chr11"
"16698",51776,"ZAK","chr2"
"16699",51778,"MYOZ2","chr4"
"16700",5178,"PEG3","chr19"
"16701",51780,"KDM3B","chr5"
"16702",5179,"PENK","chr8"
"16703",518,"ATP5G3","chr2"
"16704",51802,"ASIC5","chr4"
"16705",51804,"SIX4","chr14"
"16706",51805,"COQ3","chr6"
"16707",51806,"CALML5","chr10"
"16708",51807,"TUBA8","chr22"
"16709",51808,"PHAX","chr5"
"16710",51809,"GALNT7","chr4"
"16711",51816,"CECR1","chr22"
"16712",5184,"PEPD","chr19"
"16713",5187,"PER1","chr17"
"16714",5188,"PET112","chr4"
"16715",5189,"PEX1","chr7"
"16716",5190,"PEX6","chr6"
"16717",5191,"PEX7","chr6"
"16718",5192,"PEX10","chr1"
"16719",5193,"PEX12","chr17"
"16720",5194,"PEX13","chr2"
"16721",5195,"PEX14","chr1"
"16722",5196,"PF4","chr4"
"16723",5197,"PF4V1","chr4"
"16724",5198,"PFAS","chr17"
"16725",5199,"CFP","chrX"
"16726",52,"ACP1","chr2"
"16727",5201,"PFDN1","chr5"
"16728",5202,"PFDN2","chr1"
"16729",5203,"PFDN4","chr20"
"16730",5204,"PFDN5","chr12"
"16731",5205,"ATP8B1","chr18"
"16732",5207,"PFKFB1","chrX"
"16733",5208,"PFKFB2","chr1"
"16734",5209,"PFKFB3","chr10"
"16735",521,"ATP5I","chr4"
"16736",5210,"PFKFB4","chr3"
"16737",5211,"PFKL","chr21"
"16738",5212,"VIT","chr2"
"16739",5213,"PFKM","chr12"
"16740",5214,"PFKP","chr10"
"16741",5216,"PFN1","chr17"
"16742",5217,"PFN2","chr3"
"16743",5218,"CDK14","chr7"
"16744",522,"ATP5J","chr21"
"16745",5222,"PGA5","chr11"
"16746",5223,"PGAM1","chr10"
"16747",5224,"PGAM2","chr7"
"16748",5225,"PGC","chr6"
"16749",5226,"PGD","chr1"
"16750",5228,"PGF","chr14"
"16751",5229,"PGGT1B","chr5"
"16752",523,"ATP6V1A","chr3"
"16753",5230,"PGK1","chrX"
"16754",5232,"PGK2","chr6"
"16755",5236,"PGM1","chr1"
"16756",5238,"PGM3","chr6"
"16757",5239,"PGM5","chr9"
"16758",5241,"PGR","chr11"
"16759",5243,"ABCB1","chr7"
"16760",5244,"ABCB4","chr7"
"16761",5245,"PHB","chr17"
"16762",525,"ATP6V1B1","chr2"
"16763",5250,"SLC25A3","chr12"
"16764",5251,"PHEX","chrX"
"16765",5252,"PHF1","chr6"
"16766",5253,"PHF2","chr9"
"16767",5255,"PHKA1","chrX"
"16768",5256,"PHKA2","chrX"
"16769",5257,"PHKB","chr16"
"16770",526,"ATP6V1B2","chr8"
"16771",5260,"PHKG1","chr7"
"16772",5261,"PHKG2","chr16"
"16773",5264,"PHYH","chr10"
"16774",5265,"SERPINA1","chr14"
"16775",5266,"PI3","chr20"
"16776",5267,"SERPINA4","chr14"
"16777",5268,"SERPINB5","chr18"
"16778",5269,"SERPINB6","chr6"
"16779",527,"ATP6V0C","chr16"
"16780",5270,"SERPINE2","chr2"
"16781",5271,"SERPINB8","chr18"
"16782",5272,"SERPINB9","chr6"
"16783",5273,"SERPINB10","chr18"
"16784",5274,"SERPINI1","chr3"
"16785",5275,"SERPINB13","chr18"
"16786",5276,"SERPINI2","chr3"
"16787",5277,"PIGA","chrX"
"16788",5279,"PIGC","chr1"
"16789",528,"ATP6V1C1","chr8"
"16790",5281,"PIGF","chr2"
"16791",5283,"PIGH","chr14"
"16792",5284,"PIGR","chr1"
"16793",5286,"PIK3C2A","chr11"
"16794",5287,"PIK3C2B","chr1"
"16795",5288,"PIK3C2G","chr12"
"16796",5289,"PIK3C3","chr18"
"16797",529,"ATP6V1E1","chr22"
"16798",5290,"PIK3CA","chr3"
"16799",5291,"PIK3CB","chr3"
"16800",5292,"PIM1","chr6"
"16801",5293,"PIK3CD","chr1"
"16802",5294,"PIK3CG","chr7"
"16803",5295,"PIK3R1","chr5"
"16804",5296,"PIK3R2","chr19"
"16805",5297,"PI4KA","chr22"
"16806",5298,"PI4KB","chr1"
"16807",53,"ACP2","chr11"
"16808",5300,"PIN1","chr19"
"16809",5301,"PIN1P1","chr1"
"16810",5303,"PIN4","chrX"
"16811",5304,"PIP","chr7"
"16812",5305,"PIP4K2A","chr10"
"16813",5306,"PITPNA","chr17"
"16814",5307,"PITX1","chr5"
"16815",5308,"PITX2","chr4"
"16816",5309,"PITX3","chr10"
"16817",5310,"PKD1","chr16"
"16818",5311,"PKD2","chr4"
"16819",5313,"PKLR","chr1"
"16820",5314,"PKHD1","chr6"
"16821",5315,"PKM2","chr15"
"16822",5316,"PKNOX1","chr21"
"16823",5317,"PKP1","chr1"
"16824",5318,"PKP2","chr12"
"16825",5319,"PLA2G1B","chr12"
"16826",5320,"PLA2G2A","chr1"
"16827",5321,"PLA2G4A","chr1"
"16828",5322,"PLA2G5","chr1"
"16829",5324,"PLAG1","chr8"
"16830",5325,"PLAGL1","chr6"
"16831",5326,"PLAGL2","chr20"
"16832",5327,"PLAT","chr8"
"16833",5328,"PLAU","chr10"
"16834",5329,"PLAUR","chr19"
"16835",533,"ATP6V0B","chr1"
"16836",5330,"PLCB2","chr15"
"16837",5331,"PLCB3","chr11"
"16838",5332,"PLCB4","chr20"
"16839",5333,"PLCD1","chr3"
"16840",53335,"BCL11A","chr2"
"16841",53336,"CPXCR1","chrX"
"16842",53339,"BTBD1","chr15"
"16843",5334,"PLCL1","chr2"
"16844",53340,"SPA17","chr11"
"16845",53342,"IL17D","chr13"
"16846",53343,"NUDT9","chr4"
"16847",53344,"CHIC1","chrX"
"16848",53345,"TM6SF2","chr19"
"16849",53346,"TM6SF1","chr15"
"16850",53347,"UBASH3A","chr21"
"16851",53349,"ZFYVE1","chr14"
"16852",5335,"PLCG1","chr20"
"16853",53353,"LRP1B","chr2"
"16854",53354,"PANK1","chr10"
"16855",53358,"SHC3","chr9"
"16856",5336,"PLCG2","chr16"
"16857",5337,"PLD1","chr3"
"16858",53371,"NUP54","chr4"
"16859",53373,"TPCN1","chr12"
"16860",5338,"PLD2","chr17"
"16861",5339,"PLEC","chr8"
"16862",534,"ATP6V1G2","chr6"
"16863",5340,"PLG","chr6"
"16864",53405,"CLIC5","chr6"
"16865",53407,"STX18","chr4"
"16866",5341,"PLEK","chr2"
"16867",5342,"PLGLB2","chr2"
"16868",5343,"PLGLB1","chr2"
"16869",5345,"SERPINF2","chr17"
"16870",5346,"PLIN1","chr15"
"16871",5347,"PLK1","chr16"
"16872",5348,"FXYD1","chr19"
"16873",5349,"FXYD3","chr19"
"16874",535,"ATP6V0A1","chr17"
"16875",5350,"PLN","chr6"
"16876",5351,"PLOD1","chr1"
"16877",5352,"PLOD2","chr3"
"16878",5354,"PLP1","chrX"
"16879",5355,"PLP2","chrX"
"16880",5356,"PLRG1","chr4"
"16881",5357,"PLS1","chr3"
"16882",5358,"PLS3","chrX"
"16883",5359,"PLSCR1","chr3"
"16884",5360,"PLTP","chr20"
"16885",5361,"PLXNA1","chr3"
"16886",53615,"MBD3","chr19"
"16887",53616,"ADAM22","chr7"
"16888",5362,"PLXNA2","chr1"
"16889",53630,"BCMO1","chr16"
"16890",53632,"PRKAG3","chr2"
"16891",53635,"PTOV1","chr19"
"16892",53637,"S1PR5","chr19"
"16893",5364,"PLXNB1","chr3"
"16894",5365,"PLXNB3","chrX"
"16895",5366,"PMAIP1","chr18"
"16896",5367,"PMCH","chr12"
"16897",5368,"PNOC","chr8"
"16898",5369,"PMCHL1","chr5"
"16899",537,"ATP6AP1","chrX"
"16900",5370,"PMCHL2","chr5"
"16901",5371,"PML","chr15"
"16902",5372,"PMM1","chr22"
"16903",5373,"PMM2","chr16"
"16904",5375,"PMP2","chr8"
"16905",5376,"PMP22","chr17"
"16906",5378,"PMS1","chr2"
"16907",5379,"PMS2P1","chr7"
"16908",538,"ATP7A","chrX"
"16909",5380,"PMS2L2","chr7"
"16910",5382,"PMS2P4","chr7"
"16911",53820,"DSCR6","chr21"
"16912",53822,"FXYD7","chr19"
"16913",53826,"FXYD6","chr11"
"16914",53827,"FXYD5","chr19"
"16915",53828,"FXYD4","chr10"
"16916",53829,"P2RY13","chr3"
"16917",5383,"PMS2P5","chr7"
"16918",53831,"GPR84","chr12"
"16919",53832,"IL20RA","chr6"
"16920",53833,"IL20RB","chr3"
"16921",53834,"FGFRL1","chr4"
"16922",53836,"GPR87","chr3"
"16923",53838,"C11orf24","chr11"
"16924",53840,"TRIM34","chr11"
"16925",53841,"CDHR5","chr11"
"16926",53842,"CLDN22","chr4"
"16927",5387,"PMS2P3","chr7"
"16928",539,"ATP5O","chr21"
"16929",53904,"MYO3A","chr10"
"16930",53905,"DUOX1","chr15"
"16931",53916,"RAB4B","chr19"
"16932",53917,"RAB24","chr5"
"16933",53918,"PELO","chr5"
"16934",53919,"SLCO1C1","chr12"
"16935",5393,"EXOSC9","chr4"
"16936",53938,"PPIL3","chr2"
"16937",5394,"EXOSC10","chr1"
"16938",53940,"FTHL17","chrX"
"16939",53942,"CNTN5","chr11"
"16940",53944,"CSNK1G1","chr15"
"16941",53947,"A4GALT","chr22"
"16942",5395,"PMS2","chr7"
"16943",5396,"PRRX1","chr1"
"16944",53981,"CPSF2","chr14"
"16945",54,"ACP5","chr19"
"16946",540,"ATP7B","chr13"
"16947",54014,"BRWD1","chr21"
"16948",54020,"SLC37A1","chr21"
"16949",54033,"RBM11","chr21"
"16950",54039,"PCBP3","chr21"
"16951",54058,"C21orf58","chr21"
"16952",54059,"YBEY","chr21"
"16953",5406,"PNLIP","chr10"
"16954",54064,"LINC00160","chr21"
"16955",54065,"FAM165B","chr21"
"16956",54067,"C21orf49","chr21"
"16957",54069,"MIS18A","chr21"
"16958",5407,"PNLIPRP1","chr10"
"16959",54072,"LINC00158","chr21"
"16960",54075,"CHODL-AS1","chr21"
"16961",5408,"PNLIPRP2","chr10"
"16962",54083,"LRRC3DN","chr21"
"16963",54084,"TSPEAR","chr21"
"16964",54088,"LINC00113","chr21"
"16965",54089,"LINC00112","chr21"
"16966",5409,"PNMT","chr17"
"16967",54090,"LINC00111","chr21"
"16968",54093,"SETD4","chr21"
"16969",54094,"C21orf15","chr21"
"16970",54097,"FAM3B","chr21"
"16971",54101,"RIPK4","chr21"
"16972",54102,"CLIC6","chr21"
"16973",54103,"PION","chr7"
"16974",54106,"TLR9","chr3"
"16975",54107,"POLE3","chr9"
"16976",54108,"CHRAC1","chr8"
"16977",5411,"PNN","chr14"
"16978",54112,"GPR88","chr1"
"16979",5412,"UBL3","chr13"
"16980",5413,"SEPT5","chr22"
"16981",5414,"SEPT4","chr17"
"16982",54143,"LINC00308","chr21"
"16983",541465,"CT45A6","chrX"
"16984",541466,"CT45A1","chrX"
"16985",541468,"LURAP1","chr1"
"16986",541471,"LOC541471","chr2"
"16987",541472,"LOC541472","chr7"
"16988",541473,"LOC541473","chr7"
"16989",54148,"MRPL39","chr21"
"16990",54149,"C21orf91","chr21"
"16991",541565,"C8orf58","chr8"
"16992",541578,"CXorf40B","chrX"
"16993",54165,"DCUN1D1","chr3"
"16994",54187,"NANS","chr9"
"16995",5420,"PODXL","chr7"
"16996",54205,"CYCS","chr7"
"16997",54206,"ERRFI1","chr1"
"16998",54207,"KCNK10","chr14"
"16999",54209,"TREM2","chr6"
"17000",54210,"TREM1","chr6"
"17001",54212,"SNTG1","chr8"
"17002",5422,"POLA1","chrX"
"17003",54221,"SNTG2","chr2"
"17004",5423,"POLB","chr8"
"17005",5424,"POLD1","chr19"
"17006",5425,"POLD2","chr7"
"17007",5426,"POLE","chr12"
"17008",5427,"POLE2","chr14"
"17009",542767,"C1QTNF9B-AS1","chr13"
"17010",5428,"POLG","chr15"
"17011",5429,"POLH","chr6"
"17012",5430,"POLR2A","chr17"
"17013",5431,"POLR2B","chr4"
"17014",5432,"POLR2C","chr16"
"17015",54328,"GPR173","chrX"
"17016",54329,"GPR85","chr7"
"17017",5433,"POLR2D","chr2"
"17018",54331,"GNG2","chr14"
"17019",54332,"GDAP1","chr8"
"17020",5434,"POLR2E","chr19"
"17021",54344,"DPM3","chr1"
"17022",54345,"SOX18","chr20"
"17023",54346,"UNC93A","chr6"
"17024",5435,"POLR2F","chr22"
"17025",5436,"POLR2G","chr11"
"17026",54360,"CYTL1","chr4"
"17027",54361,"WNT4","chr1"
"17028",54363,"HAO1","chr20"
"17029",5437,"POLR2H","chr3"
"17030",5438,"POLR2I","chr19"
"17031",54386,"TERF2IP","chr16"
"17032",5439,"POLR2J","chr7"
"17033",5440,"POLR2K","chr8"
"17034",54407,"SLC38A2","chr12"
"17035",5441,"POLR2L","chr11"
"17036",54413,"NLGN3","chrX"
"17037",54414,"SIAE","chr11"
"17038",5442,"POLRMT","chr19"
"17039",54429,"TAS2R5","chr7"
"17040",5443,"POMC","chr2"
"17041",54431,"DNAJC10","chr2"
"17042",54432,"YIPF1","chr1"
"17043",54433,"GAR1","chr4"
"17044",54434,"SSH1","chr12"
"17045",54435,"HCG4","chr6"
"17046",54436,"SH3TC1","chr4"
"17047",54437,"SEMA5B","chr3"
"17048",54438,"GFOD1","chr6"
"17049",54439,"RBM27","chr5"
"17050",5444,"PON1","chr7"
"17051",54440,"SASH3","chrX"
"17052",54441,"STAG3L1","chr7"
"17053",54442,"KCTD5","chr16"
"17054",54443,"ANLN","chr7"
"17055",5445,"PON2","chr7"
"17056",54453,"RIN2","chr20"
"17057",54454,"ATAD2B","chr2"
"17058",54455,"FBXO42","chr1"
"17059",54456,"MOV10L1","chr22"
"17060",54457,"TAF7L","chrX"
"17061",54458,"PRR13","chr12"
"17062",5446,"PON3","chr7"
"17063",54460,"MRPS21","chr1"
"17064",54461,"FBXW5","chr9"
"17065",54462,"FAM190B","chr10"
"17066",54463,"FAM134B","chr5"
"17067",54464,"XRN1","chr3"
"17068",54465,"ETAA1","chr2"
"17069",54466,"SPIN2A","chrX"
"17070",54467,"ANKIB1","chr7"
"17071",54468,"MIOS","chr7"
"17072",54469,"ZFAND6","chr15"
"17073",5447,"POR","chr7"
"17074",54470,"ARMCX6","chrX"
"17075",54471,"SMCR7L","chr22"
"17076",54472,"TOLLIP","chr11"
"17077",54474,"KRT20","chr17"
"17078",54475,"NLE1","chr17"
"17079",54476,"RNF216","chr7"
"17080",54477,"PLEKHA5","chr12"
"17081",54478,"FAM64A","chr17"
"17082",54480,"CHPF2","chr7"
"17083",54482,"CCDC76","chr1"
"17084",54487,"DGCR8","chr22"
"17085",5449,"POU1F1","chr3"
